attr_name	Tumor_breast_1	Tumor_breast_2	Tumor_breast_3	Tumor_breast_4	Tumor_breast_5	Tumor_breast_6
ENSG00000000005.6	1	6.5077946401987	1	5.28540221886225	3.32192809488736	1
ENSG00000002726.21	12.1484765821783	6.14974711950468	7.04439411935845	5.61470984411521	10.0443941193585	7.09803208296053
ENSG00000002745.13	4.24792751344359	2	3.8073549220576	4.08746284125034	2.8073549220576	2.32192809488736
ENSG00000003096.14	6.64385618977472	8.73809225962049	9.00281501560705	9.0389189892923	9.80251636512122	7.32192809488736
ENSG00000003137.8	8.04439411935845	7.91886323727459	7.22881869049588	7.70043971814109	7.89481776330794	6.85798099512757
ENSG00000003249.15	11.1065629404449	10.8454900509444	10.609178738142	10.8129794712515	11.424691191513	11.8085620299575
ENSG00000004776.13	4.4594316186373	6.96578428466209	6.7279204545632	7.93073733756289	5.28540221886225	6.08746284125034
ENSG00000004838.14	6.58496250072116	8.70390357344466	7.92481250360578	9.21674585819531	7.8073549220576	11.6746336617673
ENSG00000004846.16	1	4.70043971814109	4.4594316186373	6.97727992349992	5	7.56985560833095
ENSG00000004848.8	3	3.70043971814109	1.58496250072116	4.85798099512757	8.45532722030456	5.6724253419715
ENSG00000004939.15	1	1	1	2	2	1
ENSG00000005421.9	2.32192809488736	8.58871463558226	3.70043971814109	4.08746284125034	1	4.16992500144231
ENSG00000006118.15	14.0557060971613	10.1484765821783	12.2781590314372	13.0208063607243	13.0317012027403	13.6103328019111
ENSG00000006210.7	11.0854724591813	12.5430318202552	11.1667907507182	11.2137117981057	10.3880172853451	11.7498694273968
ENSG00000006377.11	7.5077946401987	2.58496250072116	3	1	1	1
ENSG00000007174.18	1.58496250072116	5.93073733756289	4.24792751344359	5.78135971352466	2.32192809488736	3.16992500144231
ENSG00000007306.15	2.58496250072116	3.8073549220576	5.12928301694497	3.70043971814109	6.53915881110803	7.08746284125034
ENSG00000007314.12	5.39231742277876	7.33985000288462	5.6724253419715	8.01680828768655	4.90689059560852	3.8073549220576
ENSG00000007372.24	7.45121111183233	2.58496250072116	4.75488750216347	2.32192809488736	4.16992500144231	4
ENSG00000007968.7	12.6797000057692	9.56605403817109	9.89481776330794	7.29462074889163	7.99435343685886	6.35755200461808
ENSG00000008118.10	3.8073549220576	3.70043971814109	4.24792751344359	3.90689059560852	7.4178525148859	2.8073549220576
ENSG00000008196.13	7.85798099512757	5.90689059560852	13.8242626750854	12.3272719368052	8.07146236255662	14.9519676475435
ENSG00000008300.17	9.12412131182919	6.22881869049588	8.76487159073609	7.77478705960117	11.243173983473	7.82017896241519
ENSG00000008735.14	10.3793783670713	10.677719641641	11.7739633684336	10.3750394313469	12.2520740427962	9.3264294871223
ENSG00000009709.12	0	0	10.311748315005	0	3.4594316186373	4
ENSG00000009765.15	1.58496250072116	5.83289001416474	8.52356195605701	5.20945336562895	12.7221671397819	7.19967234483636
ENSG00000010282.15	2	1	0	1	1	0
ENSG00000010319.7	9.38154295118458	11.3987436919382	10.4978518369511	11.0953970227926	6.83289001416474	8.87344411251538
ENSG00000010438.17	1.58496250072116	0	2.8073549220576	2	1	2.32192809488736
ENSG00000011083.9	8.59245703726808	2.8073549220576	2.8073549220576	2	2.58496250072116	3.32192809488736
ENSG00000011426.11	11.6031626795344	10.9188632372746	10.9366379390026	9.19721669311005	10.4189067312579	10.523561956057
ENSG00000011677.13	2	1.58496250072116	8.93073733756289	2	10.8618623400592	0
ENSG00000012124.17	9.18239435340453	9.2336196767597	11.3766680618577	9.88722061546838	6.16992500144231	7.33091687811462
ENSG00000013293.6	1	1.58496250072116	3.16992500144231	2.8073549220576	0	1
ENSG00000013588.9	15.1647498302481	14.7389366816761	13.5174233413965	15.1937563456984	14.3967385560478	14.5362472156881
ENSG00000013725.14	10.0993478104032	9.52160043972373	11.382083590142	10.6697708885255	5.8073549220576	8.44708322620965
ENSG00000013810.20	11.8161836814323	12.1500645790815	11.6582114827518	10.2992080183873	9.868822554775	10.5018371849023
ENSG00000015413.9	6.4594316186373	7.8008998999203	7.12928301694497	7.90086680798075	4.75488750216347	6.18982455888002
ENSG00000018625.15	5	8.02236781302845	6.52356195605701	8.94251450533924	4.16992500144231	5.24792751344359
ENSG00000019102.12	5.6724253419715	5.08746284125034	6.71424551766612	5.64385618977472	6.64385618977472	3.58496250072116
ENSG00000019505.8	2	13.1746136472359	8.51569983828404	4	12.179287104646	1
ENSG00000020633.19	13.8558417960499	10.5689061545021	11.319107575825	10.6960981709559	7.53915881110803	8.62205181945638
ENSG00000022267.19	9.33762190199251	11.468624042918	10.4314976042581	11.5924570372681	10.8017083589165	9.10852445677817
ENSG00000024526.17	9.5372184005386	9.41996017784789	9.34429590791582	7.6724253419715	7.876516946565	7.94836723158468
ENSG00000025423.11	7.73470962022584	8.65105169117893	6.70043971814109	7.96578428466209	8.16992500144231	7.61470984411521
ENSG00000025708.14	12.0010562746348	13.6792601597168	12.7198166030181	12.4943556035328	12.1935253605012	12.2134080408583
ENSG00000026559.14	11.7714894695006	5.49185309632967	5.16992500144231	3.90689059560852	7.59991284218713	4.58496250072116
ENSG00000029559.7	3.70043971814109	6.28540221886225	2	2.32192809488736	5.28540221886225	6.44294349584873
ENSG00000029993.15	12.3564519702218	12.2124963851939	12.3858624006415	10.1497471195047	14.1119507061532	11.1761731491075
ENSG00000034239.11	4.95419631038687	5.04439411935845	5.49185309632967	6.32192809488736	5.4262647547021	3.70043971814109
ENSG00000034971.17	0	2	3.32192809488736	3.90689059560852	2.32192809488736	0
ENSG00000035499.13	8.63299519714296	8.81057163474115	7.76818432477693	6.71424551766612	6.04439411935845	6.6724253419715
ENSG00000036473.8	1	1	1	1.58496250072116	0	0
ENSG00000036565.15	0	6.37503943134692	3.4594316186373	3.90689059560852	0	1.58496250072116
ENSG00000038427.16	12.9686667931952	14.5550084575926	14.6156296369681	14.105090051046	16.1783341695651	14.2548809870821
ENSG00000040608.14	10.57931593758	8.86418614465428	6.88264304936184	7.67948009950545	5.70043971814109	8.68999797141945
ENSG00000041515.16	5.88264304936184	3.70043971814109	4.70043971814109	5.6724253419715	6.90689059560852	4.24792751344359
ENSG00000043355.12	8.96000193206808	0	3.8073549220576	6.78135971352466	7	8.01122725542325
ENSG00000046774.10	1	0	0	7.32192809488736	0	0
ENSG00000049130.16	9.34207466799914	11.9607259948391	16.1921194032029	11.3559016383284	13.9334140381283	13.789227956858
ENSG00000049247.14	2.58496250072116	4.16992500144231	4.95419631038687	3.32192809488736	1	1.58496250072116
ENSG00000049249.9	7.74146698640115	8.3037807481771	9.23601419190008	7.19967234483636	7.58496250072116	6.2667865406949
ENSG00000049283.18	9.7797193551434	11.9833499276765	11.0396045179538	11.1830150008828	13.508042334429	12.1783536235129
ENSG00000049768.16	8.4757334309664	9.94982671075911	9.89935692292311	8.33539035469392	6.82017896241519	8.61102479730735
ENSG00000050438.17	7.45121111183233	10.2106713437856	11.8849336479498	10.4314976042581	12.2885777369927	12.5495440383016
ENSG00000051180.17	9.25502856981873	9.8376279331714	9.91587937883577	6.68650052718322	9.27146302790437	8.57364718749332
ENSG00000051341.14	9.4858293087019	8.4093909361377	9.25029841790633	6.74146698640115	7.5077946401987	7.59991284218713
ENSG00000052344.16	11.5887146355823	13.0758133774615	12.2227949028681	13.5216004397237	12.5999128421871	14.7042819285519
ENSG00000053108.17	3.58496250072116	7.19967234483636	8.73809225962049	7.08746284125034	10.6510516911789	7.467605550083
ENSG00000053438.11	5.55458885167764	6.70043971814109	5.85798099512757	6.4093909361377	2.58496250072116	3.4594316186373
ENSG00000054356.14	4	3.4594316186373	3	3.4594316186373	7.94251450533924	9.21674585819531
ENSG00000055118.16	9.68299458368168	9.95274124718649	7.89481776330794	5.55458885167764	8.19967234483636	6.22881869049588
ENSG00000056998.20	5.4262647547021	9.06069593168755	6.70043971814109	10.9136374280491	9.84705734609134	10.3728650601126
ENSG00000057593.14	3.32192809488736	7.65821148275179	7.21916852046216	10.3230547603416	7.83920378809694	10.9106427304696
ENSG00000058085.15	11.0299773465896	11.4938554492408	10.2597432636908	10.4136279290242	9.99293833616581	9.70217268536555
ENSG00000058335.16	8.93663793900257	6.7279204545632	7.65105169117893	6.97727992349992	5.49185309632967	9.23840473932508
ENSG00000060718.22	11.1446582428319	12.4107163336043	10.7498694273968	9.79441586635011	15.8431359111114	13.1377916753552
ENSG00000061656.10	7.99435343685886	7.12928301694497	7.76155123244448	7.94251450533924	10.5186531556734	7.70735913208088
ENSG00000062282.15	12.0389189892923	11.0035179121086	7.4178525148859	10.6238814900135	9.88874324889826	9.41362792902417
ENSG00000063515.3	3.32192809488736	0	0	0	1	0
ENSG00000065325.13	1	3	1.58496250072116	3.32192809488736	2.58496250072116	1
ENSG00000065328.17	9.49984588708321	9.4797802640291	9.7176764230664	7.33091687811462	8.68299458368168	8.51175265376738
ENSG00000065534.19	11.590587049915	12.9808536063797	13.0576533399639	12.4014128787142	13.7399915146842	11.7151040092362
ENSG00000065618.21	10.7406240444894	11.5651020783603	11.9262959947811	11.9325838692893	8.65463602852797	10.7021726853655
ENSG00000066279.18	11.5966556676747	10.7780771295354	11.0320457269308	8.88264304936184	8.86418614465428	9.73470962022584
ENSG00000066382.16	5.75488750216347	7.44294349584873	7.45121111183233	6.78135971352466	6.20945336562895	6.02236781302845
ENSG00000066813.14	1	0	1	1.58496250072116	1.58496250072116	0
ENSG00000067842.17	3.8073549220576	1.58496250072116	1.58496250072116	2	3.70043971814109	1
ENSG00000068976.14	5.04439411935845	6.3037807481771	6.10852445677817	6.88264304936184	4.4594316186373	4.70043971814109
ENSG00000069011.16	10.3815429511846	11.1910592145317	11.940313597146	10.4439795426013	9.37937836707126	12.726643921484
ENSG00000069535.14	10.1910592145317	12.5493033685136	16.6649055541038	12.6854058347861	13.8421538846349	17.1019346474178
ENSG00000069812.11	12.721740054213	7.18982455888002	7.61470984411521	6.62935662007961	7.12928301694497	7.4093909361377
ENSG00000070031.4	3.8073549220576	4.85798099512757	6.02236781302845	3.8073549220576	5.16992500144231	6.83289001416474
ENSG00000070193.5	5.28540221886225	6.62935662007961	6.33985000288462	8.35314682549808	8.1548181090521	5.97727992349992
ENSG00000070808.16	5.4594316186373	4.64385618977472	5.12928301694497	4.24792751344359	5.97727992349992	5.08746284125034
ENSG00000070886.12	10.7321674256634	7.49984588708321	5.24792751344359	3	3	1
ENSG00000070915.10	3.32192809488736	4.8073549220576	7.33091687811462	5.93073733756289	2.58496250072116	2.58496250072116
ENSG00000070985.13	4.24792751344359	1.58496250072116	0	0	2	2.32192809488736
ENSG00000071677.1	0	1.58496250072116	1.58496250072116	1	1	2
ENSG00000071909.19	5.20945336562895	4	8.12928301694497	4.75488750216347	8.1548181090521	6.12928301694497
ENSG00000071991.9	0	3.16992500144231	1	2	0	0
ENSG00000072080.11	1	0	1	1.58496250072116	0	2.58496250072116
ENSG00000072310.17	12.9720823085625	13.2730670757221	14.8157835441282	11.8618623400592	16.8470573460913	15.0055806922821
ENSG00000072571.20	11.0774833568595	9.3151495622563	9.55266909751427	7.75488750216347	8.56985560833095	8.73470962022584
ENSG00000072657.9	1.58496250072116	5.28540221886225	2	5.16992500144231	2.32192809488736	1.58496250072116
ENSG00000073111.14	11.1369911120802	12.0437108633472	11.1817734388088	9.50382573799575	10.2656150464845	10.8879821330585
ENSG00000073282.14	9.19721669311005	10.4614794472862	10.4019461239765	10.0821490413539	7.18982455888002	10.7498694273968
ENSG00000073350.14	14.093417564388	11.3641346550081	11.7964452590618	12.2772874001304	11.9498267107591	13.0341111460966
ENSG00000074211.14	8.60733031374961	4.75488750216347	7.4262647547021	10.4767462039395	11.1592406504117	2.32192809488736
ENSG00000074370.18	11.0734721539765	12.1500645790815	12.5567455260047	12.4963544885646	14.6175248597223	12.3734089602287
ENSG00000074410.14	8.75488750216347	15.1139862837701	15.5044776351947	15.556625795307	14.3460981505498	16.0157199375988
ENSG00000074803.20	3.70043971814109	6.49185309632967	9.86418614465428	3.32192809488736	1.58496250072116	2.58496250072116
ENSG00000075218.19	12.7196027278356	9.93957921431469	8.94544383637791	7.59991284218713	7.81378119121704	8.67595703294175
ENSG00000075429.9	2.32192809488736	2.32192809488736	3.70043971814109	1.58496250072116	1.58496250072116	4.52356195605701
ENSG00000075702.18	10.7414669864011	10.5622424242211	9.33315535031062	8.36194377373524	7.40087943628218	9.14210705730255
ENSG00000075891.22	4.52356195605701	6.96578428466209	3.90689059560852	8.90388184573618	7.57742882803575	1
ENSG00000076382.17	10.4797802640291	10.0647427647503	10.6447575925163	9.40087943628218	9.13955135239879	9.87190523765919
ENSG00000076555.15	8.98868468677217	9.75321674917896	10.9188632372746	11.7172480058276	12.0484868739923	11.6860627498954
ENSG00000077152.11	11.0292872269682	10.120237877342	9.96578428466209	8.86727873970966	9.01680828768655	9.48179943166575
ENSG00000077157.22	10.9872640120725	11.3613955331659	11.9650627567446	11.7034710460719	11.6059424396254	10.5679560754155
ENSG00000077264.15	6.85798099512757	6.16992500144231	7.95419631038687	7.4178525148859	7.49984588708321	8.05528243550119
ENSG00000077274.9	6.5077946401987	6.2667865406949	9.04165915163721	8.91886323727459	4.24792751344359	3.90689059560852
ENSG00000077279.19	3	5.04439411935845	6.20945336562895	4.90689059560852	3.16992500144231	4.70043971814109
ENSG00000077327.16	2.8073549220576	2.32192809488736	3.32192809488736	3.32192809488736	2.32192809488736	2.32192809488736
ENSG00000077522.14	3.32192809488736	3.90689059560852	7.70735913208088	3.32192809488736	8	6.83289001416474
ENSG00000077616.11	5.78135971352466	4.90689059560852	6.65821148275179	7.04439411935845	7.34872815423108	5.6724253419715
ENSG00000077935.17	7.97727992349992	4.70043971814109	5.8073549220576	8.43879185257826	5.4262647547021	6.3037807481771
ENSG00000078081.8	9.97010589061218	10.1421070573025	10.940313597146	9.40726776424473	6.33985000288462	7.29462074889163
ENSG00000078098.14	10.243173983473	11.2479275134436	10.7764330324447	11.4210128557792	12.6454332751643	11.7569732261654
ENSG00000078549.15	6.22881869049588	6.83289001416474	8.27146302790437	7.79441586635011	8.07146236255662	5.88264304936184
ENSG00000079308.19	11.5835529304665	13.5762481298433	13.7429409506666	13.908486445444	13.5658161071009	12.7868821936647
ENSG00000079393.20	1.58496250072116	1	4.70043971814109	1	5.35755200461808	4.32192809488736
ENSG00000079435.10	8.40087943628218	9.79766152585376	8.68999797141945	11.4314976042581	7.37503943134692	10.7465143211385
ENSG00000079462.8	11.7228075311695	12.2458497710237	11.5097750043269	11.0980320829605	9.61470984411521	12.2535520626375
ENSG00000079841.18	4.85798099512757	9.68650052718322	8.29920801838728	4.52356195605701	7.28540221886225	8.12412131182919
ENSG00000080293.10	2.32192809488736	3.4594316186373	3.58496250072116	3.32192809488736	2.8073549220576	1
ENSG00000080493.18	5.64385618977472	6.04439411935845	5.6724253419715	5.4262647547021	5.61470984411521	3.4594316186373
ENSG00000080572.13	0	2.58496250072116	1.58496250072116	0	2	4
ENSG00000080986.13	10.0361736125535	10.1228279948077	9.66711154207503	7.58496250072116	7.4262647547021	7.49984588708321
ENSG00000081041.9	7.4262647547021	5.90689059560852	6.12928301694497	6.74146698640115	5.12928301694497	4.4594316186373
ENSG00000081377.17	9.00562454919388	8.88874324889826	9.4594316186373	9.92184093707449	9.49385544924082	8.31741261376487
ENSG00000081842.18	4.85798099512757	3.16992500144231	3.4594316186373	6.04439411935845	3.58496250072116	8.84549005094438
ENSG00000083067.23	1.58496250072116	1.58496250072116	4	4.70043971814109	2.32192809488736	1
ENSG00000083454.22	6.94251450533924	4.8073549220576	7.93073733756289	7.20945336562895	3	3.4594316186373
ENSG00000083782.8	7.4262647547021	7.01122725542325	4.8073549220576	3.32192809488736	9.91288933622996	7.77478705960117
ENSG00000084628.10	4.70043971814109	12.5318687751776	7.4594316186373	10.9679467058127	8.34429590791582	6.4262647547021
ENSG00000084674.15	4.58496250072116	2.32192809488736	5.28540221886225	4.85798099512757	5.4262647547021	1.58496250072116
ENSG00000085552.17	11.1195896207411	12.4895971223893	10.4450148458684	11.2626821423622	9.8073549220576	13.2363132270428
ENSG00000085840.13	9.31288295528435	9.44294349584873	8.59245703726808	6.61470984411521	6.64385618977472	6.7279204545632
ENSG00000085999.13	9.14720492494223	8.76487159073609	8.25266543245025	6.39231742277876	5.95419631038687	7.27612440527424
ENSG00000086548.9	13.932030157887	9.16992500144231	15.0995532844669	7.18982455888002	14.1682803688587	9.85953478638265
ENSG00000086717.18	7.55458885167764	8.02236781302845	5.39231742277876	6.08746284125034	8.61102479730735	6.70043971814109
ENSG00000087085.16	10.5284541107648	6.16992500144231	7.36632221424582	6.70043971814109	8.68650052718322	4.16992500144231
ENSG00000087250.9	4.58496250072116	5.58496250072116	2	0	4.4594316186373	0
ENSG00000087586.18	9.43671154213721	9.7279204545632	10.0237543532994	9.99435343685886	8.49585502688717	9.30606168942834
ENSG00000088325.16	12.9623538086353	12.3026389237876	11.602698865018	10.12153351734	10.3128829552844	11.2819300269554
ENSG00000088386.17	12.0035179121086	2.8073549220576	0	2.8073549220576	9.20701432017753	3.4594316186373
